?id,opportunity_name,type,active,probability,expected_revenue,recurring_revenue,priority,date_deadline,date_open,date_closed,date_conversion,create_date,write_date,stage_name,stage_sequence,partner_name,partner_email,partner_phone,partner_mobile,partner_street,partner_city,partner_zip,partner_country,lead_contact_name,email_from,phone,mobile,street,city,zip,lead_country,assigned_user_login,assigned_user_name,sales_team,tags,lost_reason,campaign,medium,source
57,"Oportunidad - Manufactura Avanzada / Ortiz, Pablo",opportunity,t,100.00,216095.86,0.0,0,2026-04-02,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Won""}",70,,,,,,,,,Manufactura Avanzada,pablo.ortiz@manufacturaa.com.mx,+52 81 0222-0904,+52 55 1347-5602,"Callejón Ángel García #162, Int. 6",Caracas,89047,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
58,"Oportunidad - EduPlataforma / Aguilar, Luis",opportunity,t,16.00,118260.16,0.0,2,2026-04-11,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Proposition""}",3,,,,,,,,,EduPlataforma,luis.aguila@eduplataform.mx,+52 81 6526-1136,+52 81 6270-3645,"Av. Reforma #987, Int. 42",Madrid,55180,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
59,"Oportunidad - Publicidad Creativa / Ramos, Eduardo",opportunity,t,100.00,172335.26,0.0,1,2026-05-26,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Won""}",70,,,,,,,,,Publicidad Creativa,eduardo.ramos@publicidadcr.mx,+34 91 2588-4733,+52 81 7600-1128,"Callejón Ángel García #974, Int. 31",Buenos Aires,66353,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
60,"Oportunidad - Consultora Estratégica / Silva, Gabriela",opportunity,f,0.00,197854.08,0.0,2,2026-07-04,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Consultora Estratégica,gabriela.silva@consultoraes.org,+1 305 5857-8137,+1 305 4838-4838,"Av. Revolución #522, Int. 6",Buenos Aires,19683,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
61,"Oportunidad - AutoPartes Premium / Campos, Emmanuel",opportunity,t,20.00,121941.69,0.0,1,2026-05-07,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,AutoPartes Premium,emmanuel.campos@autopartespr.mx,+1 305 8474-1763,+57 1 0067-9699,"Paseo de la Constitución #210, Int. 12",Morelia,93086,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
62,"Oportunidad - Papelería y Suministros / Moreno, Daniela",opportunity,t,80.00,497228.71,0.0,3,2026-08-15,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,Papelería y Suministros,daniela.moreno@papeleriaysu.org,+52 55 0106-6464,+34 91 1261-7039,"Av. Reforma #204, Int. 40",Saltillo,32614,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
63,"Oportunidad - Agro Exportadora / López, Héctor",opportunity,t,73.00,176988.72,0.0,1,2026-03-18,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Proposition""}",3,,,,,,,,,Agro Exportadora,hector.lopez@agroexportad.mx,+52 33 1990-0429,+1 305 9072-7354,"Calle Héroe de Nacozari #942, Int. 15",Juárez,32191,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
64,"Oportunidad - Eventos Corporativos SA / Gutiérrez, Laura",opportunity,t,43.00,447371.83,0.0,3,2026-07-05,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Proposition""}",3,,,,,,,,,Eventos Corporativos SA,laura.gutier@eventoscorpo.mx,+52 81 3176-4349,+1 305 7255-5951,"Calle Héroe de Nacozari #333, Int. 14",León,58334,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
65,"Oportunidad - EduPlataforma / Rodríguez, Ana",opportunity,f,0.00,206886.31,0.0,3,2026-07-15,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,EduPlataforma,ana.rodrig@eduplataform.com.mx,+52 81 8454-2572,+1 305 4697-9649,"Calle Héroe de Nacozari #206, Int. 9",Torreón,93581,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
66,"Oportunidad - Recursos Humanos Plus / Molina, Emmanuel",opportunity,t,36.00,435405.35,0.0,1,2026-03-08,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,Recursos Humanos Plus,emmanuel.molina@recursoshuma.mx,+57 1 4544-2879,+52 33 3514-2041,"Av. Revolución #651, Int. 9",Cancún,48165,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
67,"Oportunidad - Software Factory / Herrera, Carmen",opportunity,t,68.00,288015.84,0.0,3,2026-03-07,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Software Factory,carmen.herrer@softwarefact.com,+52 55 7195-1692,+1 305 4467-8201,"Calle Héroe de Nacozari #327, Int. 34",Ciudad de México,33367,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
68,"Oportunidad - Constructora del Pacífico / Rivera, Susana",opportunity,t,65.00,387004.33,0.0,1,2026-08-02,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Constructora del Pacífico,susana.rivera@constructora.mx,+1 305 0436-4929,+57 1 7455-7690,"Calle Álvaro Obregón #482, Int. 37",Aguascalientes,56704,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
69,"Oportunidad - Eventos Corporativos SA / Rivera, Natalia",opportunity,t,46.00,344408.88,0.0,3,2026-05-18,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Won""}",70,,,,,,,,,Eventos Corporativos SA,natalia.rivera@eventoscorpo.net,+1 305 1756-6059,+52 81 1411-2539,"Callejón Ángel García #63, Int. 43",Santiago,62292,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
70,"Oportunidad - Alimentos del Valle / Molina, Lorena",opportunity,t,83.00,94126.89,0.0,0,2026-04-09,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Alimentos del Valle,lorena.molina@alimentosdel.net,+1 305 2356-8168,+52 55 3277-6692,"Calle Principal #84, Int. 23",Buenos Aires,44917,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
71,"Oportunidad - Electrónica Avanzada / Torres, Alejandro",opportunity,t,68.00,136184.7,0.0,0,2026-06-16,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Electrónica Avanzada,alejandro.torres@electronicaa.com,+52 81 1717-9765,+52 55 5593-7164,"Av. Lázaro Cárdenas #74, Int. 24",Tampico,19950,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
72,"Oportunidad - Grupo Empresarial Norte / Vargas, Marco",opportunity,t,100.00,486855.74,0.0,1,2026-04-29,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Won""}",70,,,,,,,,,Grupo Empresarial Norte,marco.vargas@grupoempresa.org,+52 55 4811-8967,+57 1 7314-8851,"Calle Álvaro Obregón #315, Int. 30",Tampico,21991,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
73,"Oportunidad - Energía Renovable SA / Ríos, Arturo",opportunity,t,47.00,462317.48,0.0,1,2026-05-29,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Energía Renovable SA,arturo.rios@energiarenov.com.mx,+52 81 5127-7418,+57 1 2157-2425,"Calzada Independencia #537, Int. 1",León,96723,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
74,"Oportunidad - AutoPartes Premium / Rodríguez, Verónica",opportunity,t,65.00,308391.37,0.0,3,2026-04-30,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Proposition""}",3,,,,,,,,,AutoPartes Premium,veronica.rodrig@autopartespr.com.mx,+52 81 8894-2437,+52 55 8434-6431,"Calle Héroe de Nacozari #992, Int. 20",Tampico,80347,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
75,"Oportunidad - Telecomunicaciones Unidas / Suárez, Javier",opportunity,t,63.00,292364.03,0.0,0,2026-06-24,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Proposition""}",3,,,,,,,,,Telecomunicaciones Unidas,javier.suarez@telecomunica.org,+52 33 6617-1829,+1 305 1434-0505,"Av. Reforma #613, Int. 45",Chihuahua,94714,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
76,"Oportunidad - Seguridad Integral / Vargas, Laura",opportunity,t,92.00,105084.22,0.0,0,2026-07-28,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Proposition""}",3,,,,,,,,,Seguridad Integral,laura.vargas@seguridadint.net,+52 33 3064-3208,+52 33 6384-1439,"Calle Héroe de Nacozari #49, Int. 38",Mexicali,76012,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
77,"Oportunidad - Manufactura Avanzada / Fuentes, Ximena",opportunity,t,100.00,172763.15,0.0,2,2026-05-20,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Won""}",70,,,,,,,,,Manufactura Avanzada,ximena.fuente@manufacturaa.org,+52 33 3758-0196,+57 1 2236-9371,"Av. Revolución #135, Int. 15",Zapopan,29141,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
78,"Oportunidad - Inmobiliaria Horizonte / Reyes, Víctor",opportunity,t,13.00,228838.56,0.0,1,2026-03-23,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Inmobiliaria Horizonte,victor.reyes@inmobiliaria.org,+52 33 8582-0091,+52 55 1633-1347,"Blvd. del Valle #69, Int. 15",Mérida,30874,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
79,"Oportunidad - RetailMáx / Ramos, Ricardo",opportunity,t,100.00,347074.26,0.0,0,2026-04-21,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Won""}",70,,,,,,,,,RetailMáx,ricardo.ramos@retailmax.org,+52 33 6941-1565,+57 1 7153-7165,"Av. Reforma #845, Int. 33",Hermosillo,17719,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
80,"Oportunidad - Global Ventures / Aguilar, Ana",opportunity,t,77.00,336013.18,0.0,3,2026-06-25,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,Global Ventures,ana.aguila@globalventur.org,+52 55 7321-3208,+1 305 6369-1866,"Av. Revolución #310, Int. 18",Miami,64328,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
81,"Oportunidad - Farmacéutica Nacional / Cabrera, Diego",opportunity,f,0.00,418542.13,0.0,3,2026-07-25,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Proposition""}",3,,,,,,,,,Farmacéutica Nacional,diego.cabrer@farmaceutica.com,+34 91 5711-1342,+52 55 1503-4775,"Calle Principal #430, Int. 2",Buenos Aires,98470,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
82,"Oportunidad - Manufactura Avanzada / Flores, Arturo",opportunity,t,80.00,475377.5,0.0,0,2026-06-07,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,Manufactura Avanzada,arturo.flores@manufacturaa.com,+52 81 9467-9269,+52 33 9509-1447,"Calle Héroe de Nacozari #338, Int. 33",Querétaro,59268,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
83,"Oportunidad - Constructora del Pacífico / Herrera, Lorena",opportunity,t,86.00,379264.62,0.0,1,2026-03-27,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,Constructora del Pacífico,lorena.herrer@constructora.com,+52 55 5091-3742,+52 81 0203-7682,"Av. Lázaro Cárdenas #823, Int. 48",Caracas,45515,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
84,"Oportunidad - Turismo y Hospitalidad / Aguilar, María",opportunity,f,0.00,91507.05,0.0,3,2026-03-13,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Proposition""}",3,,,,,,,,,Turismo y Hospitalidad,maria.aguila@turismoyhosp.mx,+34 91 8889-1108,+52 81 3711-1554,"Av. Revolución #247, Int. 34",Oaxaca,59852,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
85,"Oportunidad - Seguros Confianza / Navarro, Rebeca",opportunity,t,55.00,301478.0,0.0,2,2026-07-06,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Seguros Confianza,rebeca.navarr@segurosconfi.com,+52 55 4645-8356,+52 33 3830-7693,"Callejón Ángel García #657, Int. 20",Juárez,75569,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
86,"Oportunidad - Constructora del Pacífico / Mendoza, Laura",opportunity,t,60.00,446595.32,0.0,0,2026-04-26,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Proposition""}",3,,,,,,,,,Constructora del Pacífico,laura.mendoz@constructora.com.mx,+52 55 2097-5125,+57 1 4312-8875,"Calzada Independencia #8, Int. 24",León,26990,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
87,"Oportunidad - Plásticos Industriales / Ortiz, Arturo",opportunity,t,21.00,361559.0,0.0,1,2026-05-21,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,Plásticos Industriales,arturo.ortiz@plasticosind.mx,+52 33 6935-1588,+57 1 2375-8500,"Av. Revolución #80, Int. 34",Saltillo,25659,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
88,"Oportunidad - AlphaDigital / Suárez, Pablo",opportunity,t,86.00,236957.71,0.0,2,2026-05-07,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,AlphaDigital,pablo.suarez@alphadigital.com.mx,+57 1 5674-0582,+57 1 6400-2524,"Callejón Ángel García #11, Int. 11",Chihuahua,35461,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
89,"Oportunidad - EduPlataforma / Moreno, Sergio",opportunity,t,100.00,491592.03,0.0,1,2026-03-07,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Won""}",70,,,,,,,,,EduPlataforma,sergio.moreno@eduplataform.net,+52 55 5132-7238,+57 1 2627-5270,"Calle Héroe de Nacozari #922, Int. 50",Mexicali,47821,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
90,"Oportunidad - Manufactura Avanzada / López, Raúl",opportunity,t,43.00,139218.39,0.0,0,2026-04-03,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Manufactura Avanzada,raul.lopez@manufacturaa.mx,+52 55 2792-8268,+57 1 4953-4255,"Calle Principal #942, Int. 32",Culiacán,56978,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
91,"Oportunidad - Textiles Modernos / García, Marco",opportunity,t,6.00,390619.51,0.0,0,2026-08-13,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Proposition""}",3,,,,,,,,,Textiles Modernos,marco.garcia@textilesmode.mx,+52 81 5129-4814,+57 1 1481-6858,"Calzada Independencia #693, Int. 21",Chihuahua,60539,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
92,"Oportunidad - Capital Partners MX / Vega, Pablo",opportunity,t,57.00,467836.38,0.0,1,2026-04-05,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Won""}",70,,,,,,,,,Capital Partners MX,pablo.vega@capitalpartn.com.mx,+52 33 7178-3965,+52 33 2302-3064,"Calle Héroe de Nacozari #308, Int. 2",Toluca,99760,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
93,"Oportunidad - Capital Partners MX / Reyes, Roberto",opportunity,t,91.00,442550.62,0.0,2,2026-03-09,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Capital Partners MX,roberto.reyes@capitalpartn.mx,+1 305 9423-8107,+52 55 4519-7148,"Callejón Ángel García #777, Int. 12",Mérida,22703,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
94,"Oportunidad - Eventos Corporativos SA / Suárez, Carlos",opportunity,t,45.00,11664.7,0.0,2,2026-03-27,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Eventos Corporativos SA,carlos.suarez@eventoscorpo.mx,+34 91 9979-8559,+34 91 0863-8842,"Av. Revolución #260, Int. 2",Culiacán,59271,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
95,"Oportunidad - Limpieza Profesional / Guerrero, Mónica",opportunity,t,87.00,125772.04,0.0,1,2026-03-09,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Limpieza Profesional,monica.guerre@limpiezaprof.org,+52 81 5250-5288,+52 55 8954-5326,"Av. Revolución #317, Int. 19",Saltillo,16815,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
96,"Oportunidad - Plásticos Industriales / Díaz, Claudia",opportunity,t,71.00,339496.56,0.0,1,2026-04-09,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,Plásticos Industriales,claudia.diaz@plasticosind.mx,+52 81 3011-8949,+52 33 1462-3943,"Av. Lázaro Cárdenas #384, Int. 28",Oaxaca,24956,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
97,"Oportunidad - Consulting Partners / Ramírez, Sergio",opportunity,f,0.00,323465.47,0.0,1,2026-03-26,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,Consulting Partners,sergio.ramire@consultingpa.mx,+52 33 6891-3448,+1 305 5157-4145,"Av. Reforma #351, Int. 19",Aguascalientes,24053,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
98,"Oportunidad - Papelería y Suministros / Suárez, Emmanuel",opportunity,t,67.00,67413.83,0.0,1,2026-05-03,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Qualified""}",2,,,,,,,,,Papelería y Suministros,emmanuel.suarez@papeleriaysu.com,+52 55 0890-6685,+52 55 7185-7846,"Calle Álvaro Obregón #829, Int. 1",Mexicali,19813,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
99,"Oportunidad - Plásticos Industriales / Ruiz, Arturo",opportunity,t,65.00,379810.06,0.0,3,2026-04-14,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""Won""}",70,,,,,,,,,Plásticos Industriales,arturo.ruiz@plasticosind.org,+52 81 9618-5052,+52 81 8337-6051,"Paseo de la Constitución #51, Int. 38",Ciudad de México,45042,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
100,"Oportunidad - Software Factory / Ríos, Marco",opportunity,t,39.00,292523.2,0.0,0,2026-05-23,2026-03-01 16:58:58.673835,,,2026-03-01 16:58:58.673835,2026-03-01 16:58:58.673835,"{""en_US"": ""New""}",1,,,,,,,,,Software Factory,marco.rios@softwarefact.org,+57 1 4711-7637,+1 305 5752-3014,"Calzada Independencia #442, Int. 24",Mexicali,47718,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
101,"Oportunidad - MedTech Soluciones / Pérez, Rodrigo",opportunity,t,31.00,148507.67,0.0,0,2026-03-24,2026-03-01 16:58:59.955741,,,2026-03-01 16:58:59.955741,2026-03-01 16:58:59.955741,"{""en_US"": ""New""}",1,,,,,,,,,MedTech Soluciones,rodrigo.perez@medtechsoluc.org,+57 1 7602-6179,+52 81 6126-1331,"Calle Álvaro Obregón #176, Int. 4",Cancún,97278,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
102,"Oportunidad - Seguros Confianza / Díaz, Mariana",opportunity,t,87.00,295451.52,0.0,0,2026-04-24,2026-03-01 16:58:59.955741,,,2026-03-01 16:58:59.955741,2026-03-01 16:58:59.955741,"{""en_US"": ""Qualified""}",2,,,,,,,,,Seguros Confianza,mariana.diaz@segurosconfi.net,+57 1 0640-2986,+52 33 9248-4385,"Calle Álvaro Obregón #514, Int. 46",Los Ángeles,37588,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
103,"Oportunidad - Logística Express / Silva, Rebeca",opportunity,t,24.00,28986.63,0.0,1,2026-04-23,2026-03-01 16:58:59.955741,,,2026-03-01 16:58:59.955741,2026-03-01 16:58:59.955741,"{""en_US"": ""Proposition""}",3,,,,,,,,,Logística Express,rebeca.silva@logisticaexp.net,+52 33 0222-7895,+1 305 1342-5279,"Calle Principal #364, Int. 46",Morelia,63297,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
104,"Oportunidad - FinServ Group / Delgado, Pablo",opportunity,t,71.00,123079.94,0.0,2,2026-05-22,2026-03-01 16:58:59.955741,,,2026-03-01 16:58:59.955741,2026-03-01 16:58:59.955741,"{""en_US"": ""New""}",1,,,,,,,,,FinServ Group,pablo.delgad@finservgroup.org,+57 1 0272-7454,+52 33 8724-8966,"Paseo de la Constitución #874, Int. 40",Mérida,18250,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
105,"Oportunidad - RetailMáx / Soto, Diego",opportunity,t,70.00,456878.1,0.0,0,2026-04-17,2026-03-01 16:58:59.955741,,,2026-03-01 16:58:59.955741,2026-03-01 16:58:59.955741,"{""en_US"": ""Proposition""}",3,,,,,,,,,RetailMáx,diego.soto@retailmax.mx,+57 1 1006-5936,+52 55 6340-5673,"Calzada Independencia #818, Int. 25",Querétaro,80479,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
106,"Oportunidad - RetailMáx / Morales, Arturo",opportunity,t,100.00,65300.52,0.0,2,2026-04-13,2026-03-01 16:58:59.955741,,,2026-03-01 16:58:59.955741,2026-03-01 16:58:59.955741,"{""en_US"": ""Won""}",70,,,,,,,,,RetailMáx,arturo.morale@retailmax.net,+1 305 6247-8163,+52 33 5264-3393,"Callejón Ángel García #397, Int. 12",Veracruz,31054,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
107,"Oportunidad - Agro Exportadora / Molina, Alejandro",opportunity,t,100.00,373024.9,0.0,0,2026-03-21,2026-03-01 16:58:59.955741,,,2026-03-01 16:58:59.955741,2026-03-01 16:58:59.955741,"{""en_US"": ""Won""}",70,,,,,,,,,Agro Exportadora,alejandro.molina@agroexportad.org,+1 305 7181-8719,+52 55 5879-8034,"Calle Principal #221, Int. 9",Querétaro,41749,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
108,"Oportunidad - Outsourcing Total / Vargas, Antonio",opportunity,t,100.00,256943.75,0.0,2,2026-07-14,2026-03-01 16:58:59.955741,,,2026-03-01 16:58:59.955741,2026-03-01 16:58:59.955741,"{""en_US"": ""Won""}",70,,,,,,,,,Outsourcing Total,antonio.vargas@outsourcingt.org,+34 91 0868-6447,+34 91 4978-0505,"Calzada Independencia #697, Int. 44",Culiacán,61993,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
109,"Oportunidad - Recursos Humanos Plus / Ibarra, Lorena",opportunity,t,70.00,109138.17,0.0,3,2026-07-19,2026-03-01 16:58:59.955741,,,2026-03-01 16:58:59.955741,2026-03-01 16:58:59.955741,"{""en_US"": ""Qualified""}",2,,,,,,,,,Recursos Humanos Plus,lorena.ibarra@recursoshuma.org,+52 81 2370-2691,+1 305 8532-0720,"Av. Lázaro Cárdenas #216, Int. 11",Tampico,90327,,admin,Administrator,"{""en_US"": ""Sales""}",,,,,
